gene,in_raghunath_168,in_darcy_s1_243,in_kegg_hsa04916,in_reactome_curated_union,in_reactome_r_hsa_5662702_precision,n_sets,darcy_phenotype_class,citation,citation_source,in_bajpai2023_crispr_169,bajpai_castle_effect,bajpai_q_value,bajpai_direction,bajpai_orphan_hit,n_sets_incl_bajpai
NRAS,False,True,True,False,False,2,Hyperpigmentation,PMC9854651 (D'Arcy & Kiel 2023 Table S1)|KEGG:hsa04916,accession_or_pmcid,False,,,,False,2
NRROS,False,True,False,False,False,1,Hypopigmentation,PMC9854651 (D'Arcy & Kiel 2023 Table S1),accession_or_pmcid,False,,,,False,1
NSD1,False,True,False,False,False,1,Hyperpigmentation,PMC9854651 (D'Arcy & Kiel 2023 Table S1),accession_or_pmcid,False,,,,False,1
NSMAF,True,False,False,False,False,1,,gene_network_nodes.csv (per-gene UniProt/Entrez accession; Raghunath et al. 2015 BMC Res Notes),accession_or_pmcid,False,,,,False,1
NTRK1,True,False,False,False,False,1,,gene_network_nodes.csv (per-gene UniProt/Entrez accession; Raghunath et al. 2015 BMC Res Notes),accession_or_pmcid,False,,,,False,1
OCA2,True,True,False,True,True,3,Hypopigmentation,"gene_network_nodes.csv (per-gene UniProt/Entrez accession; Raghunath et al. 2015 BMC Res Notes)|PMC9854651 (D'Arcy & Kiel 2023 Table S1)|Reactome:R-HSA-5662702|PMC10901463 (Bajpai et al. 2023 Science 381:eade6289, DOI 10.1126/science.ade6289); Table S1, q<0.10 hit threshold",accession_or_pmcid,True,1.4,0.00019277,reduces_pigmentation,False,4
PAH,False,True,False,False,False,1,Hypopigmentation,PMC9854651 (D'Arcy & Kiel 2023 Table S1),accession_or_pmcid,False,,,,False,1
PAK1,True,False,False,False,False,1,,gene_network_nodes.csv (per-gene UniProt/Entrez accession; Raghunath et al. 2015 BMC Res Notes),accession_or_pmcid,False,,,,False,1
PALB2,False,True,False,False,False,1,Mixed,PMC9854651 (D'Arcy & Kiel 2023 Table S1),accession_or_pmcid,False,,,,False,1
PARD6A,True,False,False,False,False,1,,gene_network_nodes.csv (per-gene UniProt/Entrez accession; Raghunath et al. 2015 BMC Res Notes),accession_or_pmcid,False,,,,False,1
PARN,False,True,False,False,False,1,Hyperpigmentation,PMC9854651 (D'Arcy & Kiel 2023 Table S1),accession_or_pmcid,False,,,,False,1
PARP12,False,True,False,False,False,1,Hypopigmentation,PMC9854651 (D'Arcy & Kiel 2023 Table S1),accession_or_pmcid,False,,,,False,1
PAX3,True,True,False,True,False,3,Hypopigmentation,gene_network_nodes.csv (per-gene UniProt/Entrez accession; Raghunath et al. 2015 BMC Res Notes)|PMC9854651 (D'Arcy & Kiel 2023 Table S1)|Reactome:R-HSA-9730414,accession_or_pmcid,False,,,,False,3
PCNT,False,True,False,False,False,1,Mixed,PMC9854651 (D'Arcy & Kiel 2023 Table S1),accession_or_pmcid,False,,,,False,1
PDE4B,True,False,False,False,False,1,,gene_network_nodes.csv (per-gene UniProt/Entrez accession; Raghunath et al. 2015 BMC Res Notes),accession_or_pmcid,False,,,,False,1
PDPK1,True,False,False,False,False,1,,gene_network_nodes.csv (per-gene UniProt/Entrez accession; Raghunath et al. 2015 BMC Res Notes),accession_or_pmcid,False,,,,False,1
PHOSPHODIESTERASE,True,False,False,False,False,1,,gene_network_nodes.csv (per-gene UniProt/Entrez accession; Raghunath et al. 2015 BMC Res Notes),accession_or_pmcid,False,,,,False,1
PIAS3,True,False,False,False,False,1,,gene_network_nodes.csv (per-gene UniProt/Entrez accession; Raghunath et al. 2015 BMC Res Notes),accession_or_pmcid,False,,,,False,1
PIK3CA,True,False,False,False,False,1,,gene_network_nodes.csv (per-gene UniProt/Entrez accession; Raghunath et al. 2015 BMC Res Notes),accession_or_pmcid,False,,,,False,1
PKC,True,False,False,False,False,1,,gene_network_nodes.csv (per-gene UniProt/Entrez accession; Raghunath et al. 2015 BMC Res Notes),accession_or_pmcid,False,,,,False,1
PLA2,True,False,False,False,False,1,,gene_network_nodes.csv (per-gene UniProt/Entrez accession; Raghunath et al. 2015 BMC Res Notes),accession_or_pmcid,False,,,,False,1
PLA2G1B,True,False,False,False,False,1,,gene_network_nodes.csv (per-gene UniProt/Entrez accession; Raghunath et al. 2015 BMC Res Notes),accession_or_pmcid,False,,,,False,1
PLA2G6,False,True,False,False,False,1,Hyperpigmentation,PMC9854651 (D'Arcy & Kiel 2023 Table S1),accession_or_pmcid,False,,,,False,1
PLC,True,False,False,False,False,1,,gene_network_nodes.csv (per-gene UniProt/Entrez accession; Raghunath et al. 2015 BMC Res Notes),accession_or_pmcid,False,,,,False,1
PLCB1,True,False,True,False,False,2,,gene_network_nodes.csv (per-gene UniProt/Entrez accession; Raghunath et al. 2015 BMC Res Notes)|KEGG:hsa04916,accession_or_pmcid,False,,,,False,2
PLCB2,False,False,True,False,False,1,,KEGG:hsa04916,accession_or_pmcid,False,,,,False,1
PLCB3,False,True,True,False,False,2,Hypopigmentation,PMC9854651 (D'Arcy & Kiel 2023 Table S1)|KEGG:hsa04916,accession_or_pmcid,False,,,,False,2
PLCB4,False,False,True,False,False,1,,KEGG:hsa04916,accession_or_pmcid,False,,,,False,1
PLK1,False,False,False,True,False,1,,Reactome:R-HSA-9730414,accession_or_pmcid,False,,,,False,1
PMAIP1,True,False,False,False,False,1,,gene_network_nodes.csv (per-gene UniProt/Entrez accession; Raghunath et al. 2015 BMC Res Notes),accession_or_pmcid,False,,,,False,1
PMEL,True,False,False,True,False,2,,gene_network_nodes.csv (per-gene UniProt/Entrez accession; Raghunath et al. 2015 BMC Res Notes)|Reactome:R-HSA-9730414,accession_or_pmcid,False,,,,False,2
PMS2,False,True,False,False,False,1,Hyperpigmentation,PMC9854651 (D'Arcy & Kiel 2023 Table S1),accession_or_pmcid,False,,,,False,1
POFUT1,False,True,False,False,False,1,Mixed,PMC9854651 (D'Arcy & Kiel 2023 Table S1),accession_or_pmcid,False,,,,False,1
POGLUT1,False,True,False,False,False,1,Hyperpigmentation,PMC9854651 (D'Arcy & Kiel 2023 Table S1),accession_or_pmcid,False,,,,False,1
POLA1,False,True,False,False,False,1,Hyperpigmentation,PMC9854651 (D'Arcy & Kiel 2023 Table S1),accession_or_pmcid,False,,,,False,1
POLH,False,True,False,False,False,1,Mixed,PMC9854651 (D'Arcy & Kiel 2023 Table S1),accession_or_pmcid,False,,,,False,1
POMC,True,True,True,True,False,4,Hypopigmentation,gene_network_nodes.csv (per-gene UniProt/Entrez accession; Raghunath et al. 2015 BMC Res Notes)|PMC9854651 (D'Arcy & Kiel 2023 Table S1)|KEGG:hsa04916|Reactome:R-HSA-9730414,accession_or_pmcid,False,,,,False,4
POU3F2,False,False,False,True,False,1,,Reactome:R-HSA-9730414,accession_or_pmcid,False,,,,False,1
PPARGC1A,False,False,False,True,False,1,,Reactome:R-HSA-9730414,accession_or_pmcid,False,,,,False,1
PPARGC1B,False,True,False,False,False,1,Hypopigmentation,PMC9854651 (D'Arcy & Kiel 2023 Table S1),accession_or_pmcid,False,,,,False,1
PPP3CA,True,True,False,False,False,2,Hypopigmentation,gene_network_nodes.csv (per-gene UniProt/Entrez accession; Raghunath et al. 2015 BMC Res Notes)|PMC9854651 (D'Arcy & Kiel 2023 Table S1),accession_or_pmcid,False,,,,False,2
PRKACA,True,False,True,False,False,2,,gene_network_nodes.csv (per-gene UniProt/Entrez accession; Raghunath et al. 2015 BMC Res Notes)|KEGG:hsa04916,accession_or_pmcid,False,,,,False,2
PRKACB,False,False,True,False,False,1,,KEGG:hsa04916,accession_or_pmcid,False,,,,False,1
PRKACG,False,False,True,False,False,1,,KEGG:hsa04916,accession_or_pmcid,False,,,,False,1
PRKAR1A,False,True,False,False,False,1,Hyperpigmentation,PMC9854651 (D'Arcy & Kiel 2023 Table S1),accession_or_pmcid,False,,,,False,1
PRKCA,True,False,True,False,False,2,,gene_network_nodes.csv (per-gene UniProt/Entrez accession; Raghunath et al. 2015 BMC Res Notes)|KEGG:hsa04916,accession_or_pmcid,False,,,,False,2
PRKCB,True,False,True,False,False,2,,gene_network_nodes.csv (per-gene UniProt/Entrez accession; Raghunath et al. 2015 BMC Res Notes)|KEGG:hsa04916,accession_or_pmcid,False,,,,False,2
PRKCD,True,False,False,False,False,1,,gene_network_nodes.csv (per-gene UniProt/Entrez accession; Raghunath et al. 2015 BMC Res Notes),accession_or_pmcid,False,,,,False,1
PRKCG,False,False,True,False,False,1,,KEGG:hsa04916,accession_or_pmcid,False,,,,False,1
PRKCH,True,False,False,False,False,1,,gene_network_nodes.csv (per-gene UniProt/Entrez accession; Raghunath et al. 2015 BMC Res Notes),accession_or_pmcid,False,,,,False,1
PRKCZ,True,False,False,False,False,1,,gene_network_nodes.csv (per-gene UniProt/Entrez accession; Raghunath et al. 2015 BMC Res Notes),accession_or_pmcid,False,,,,False,1
PRKG1,True,False,False,False,False,1,,gene_network_nodes.csv (per-gene UniProt/Entrez accession; Raghunath et al. 2015 BMC Res Notes),accession_or_pmcid,False,,,,False,1
PRSS1,True,False,False,False,False,1,,gene_network_nodes.csv (per-gene UniProt/Entrez accession; Raghunath et al. 2015 BMC Res Notes),accession_or_pmcid,False,,,,False,1
PSENEN,False,True,False,False,False,1,Hyperpigmentation,"PMC9854651 (D'Arcy & Kiel 2023 Table S1)|PMC10901463 (Bajpai et al. 2023 Science 381:eade6289, DOI 10.1126/science.ade6289); Table S1, q<0.10 hit threshold",accession_or_pmcid,True,1.2,0.077824109,reduces_pigmentation,False,2
PTEN,False,True,False,False,False,1,Hyperpigmentation,PMC9854651 (D'Arcy & Kiel 2023 Table S1),accession_or_pmcid,False,,,,False,1
PTGER1,True,False,False,False,False,1,,gene_network_nodes.csv (per-gene UniProt/Entrez accession; Raghunath et al. 2015 BMC Res Notes),accession_or_pmcid,False,,,,False,1
PTGER2,True,False,False,False,False,1,,gene_network_nodes.csv (per-gene UniProt/Entrez accession; Raghunath et al. 2015 BMC Res Notes),accession_or_pmcid,False,,,,False,1
PTGER3,True,False,False,False,False,1,,gene_network_nodes.csv (per-gene UniProt/Entrez accession; Raghunath et al. 2015 BMC Res Notes),accession_or_pmcid,False,,,,False,1
PTGER4,True,False,False,False,False,1,,gene_network_nodes.csv (per-gene UniProt/Entrez accession; Raghunath et al. 2015 BMC Res Notes),accession_or_pmcid,False,,,,False,1
PTGS2,True,False,False,False,False,1,,gene_network_nodes.csv (per-gene UniProt/Entrez accession; Raghunath et al. 2015 BMC Res Notes),accession_or_pmcid,False,,,,False,1
PTPN1,False,True,False,False,False,1,Hypopigmentation,PMC9854651 (D'Arcy & Kiel 2023 Table S1),accession_or_pmcid,False,,,,False,1
PTPN11,False,True,False,False,False,1,Hyperpigmentation,PMC9854651 (D'Arcy & Kiel 2023 Table S1),accession_or_pmcid,False,,,,False,1
PTPN22,False,True,False,False,False,1,Hypopigmentation,PMC9854651 (D'Arcy & Kiel 2023 Table S1),accession_or_pmcid,False,,,,False,1
PTPRC,False,True,False,False,False,1,Hypopigmentation,PMC9854651 (D'Arcy & Kiel 2023 Table S1),accession_or_pmcid,False,,,,False,1
PXDN,False,False,False,True,False,1,,Reactome:R-HSA-9730414,accession_or_pmcid,False,,,,False,1
PXN,False,False,False,True,False,1,,Reactome:R-HSA-9730414,accession_or_pmcid,False,,,,False,1
QARS1,False,False,False,True,False,1,,Reactome:R-HSA-9730414,accession_or_pmcid,False,,,,False,1
